City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
545,Boa Vista,2.82,-60.67,87.8,52,20,4.7,BR,2020-08-22 14:22:41,few clouds
546,Nouadhibou,20.93,-17.03,84.2,54,0,16.11,MR,2020-08-22 14:20:22,clear sky
547,Luderitz,-26.65,15.16,74.95,19,0,4.59,NA,2020-08-22 14:22:41,clear sky
548,Anloga,5.79,0.9,80.6,78,40,13.87,GH,2020-08-22 14:22:41,scattered clouds
549,Mozzozzin,17.45,121.75,79.36,86,100,1.72,PH,2020-08-22 14:22:41,overcast clouds
550,Malindi,-3.22,40.12,80.6,69,75,19.46,KE,2020-08-22 14:22:41,broken clouds
551,Chabahar,25.29,60.64,89.6,70,40,18.34,IR,2020-08-22 14:22:41,scattered clouds
552,Arona,28.1,-16.68,93.2,21,0,34.45,ES,2020-08-22 14:18:49,clear sky
553,Aklavik,68.22,-135.01,50.0,100,90,10.29,CA,2020-08-22 14:22:41,overcast clouds
554,Gambo,4.65,22.26,86.65,51,61,5.26,CF,2020-08-22 14:22:42,broken clouds
555,Bluefield,37.27,-81.22,73.0,88,90,2.04,US,2020-08-22 14:22:42,overcast clouds
556,Lompoc,34.64,-120.46,60.8,87,90,4.47,US,2020-08-22 14:22:42,overcast clouds
557,Kasongo-Lunda,-6.47,16.82,92.75,34,75,2.86,CD,2020-08-22 14:22:42,broken clouds
558,Svetlogorsk,52.63,29.73,72.73,56,47,5.73,BY,2020-08-22 14:18:23,scattered clouds
559,Sukhothai,17.25,99.67,76.89,89,100,4.09,TH,2020-08-22 14:22:42,overcast clouds
560,Buin,-33.73,-70.75,66.99,25,0,0.34,CL,2020-08-22 14:22:42,clear sky
561,Presidente Epitacio,-21.76,-52.12,62.01,56,0,9.35,BR,2020-08-22 14:22:42,clear sky
562,Vinh,18.67,105.67,80.85,85,11,3.02,VN,2020-08-22 14:22:33,few clouds
563,Santa Cruz,-17.8,-63.17,55.4,58,75,11.41,BO,2020-08-22 14:18:44,broken clouds
564,Banda Aceh,5.56,95.32,80.11,80,62,7.18,ID,2020-08-22 14:18:52,moderate rain
565,Bardejov,49.29,21.27,84.2,51,0,9.17,SK,2020-08-22 14:22:43,clear sky
566,Nara,34.69,135.8,78.01,98,77,1.81,JP,2020-08-22 14:21:20,light rain
567,Zharkent,44.16,80.0,77.63,20,100,5.75,KZ,2020-08-22 14:22:43,overcast clouds
568,Rorvik,64.86,11.24,61.29,86,100,12.97,NO,2020-08-22 14:22:43,moderate rain
569,Neiafu,-18.65,-173.98,77.0,94,20,11.41,TO,2020-08-22 14:22:43,few clouds
570,La Orilla,17.98,-102.23,78.39,87,72,4.41,MX,2020-08-22 14:22:43,broken clouds
571,Salalah,17.02,54.09,78.8,94,90,4.7,OM,2020-08-22 14:22:43,overcast clouds
572,Laguna,38.42,-121.42,68.0,77,1,3.36,US,2020-08-22 14:22:43,clear sky
573,Kulu,39.1,33.08,81.07,27,0,17.31,TR,2020-08-22 14:22:43,clear sky
574,Gryazovets,58.88,40.25,71.35,56,0,0.81,RU,2020-08-22 14:22:44,clear sky
575,Sinjar,36.32,41.88,96.35,15,0,18.68,IQ,2020-08-22 14:22:44,clear sky
576,Lac Du Bonnet,50.25,-96.06,68.0,99,38,7.81,CA,2020-08-22 14:22:44,scattered clouds
577,Maceio,-9.67,-35.74,78.8,69,75,13.87,BR,2020-08-22 14:18:48,broken clouds
578,Kota Belud,6.35,116.43,77.0,94,20,4.7,MY,2020-08-22 14:22:44,thunderstorm
579,Phan Thiet,10.93,108.1,79.43,89,84,6.87,VN,2020-08-22 14:22:44,broken clouds
580,San Ignacio,17.16,-89.07,82.4,78,20,2.24,BZ,2020-08-22 14:20:42,few clouds
581,Kwinana,-32.25,115.77,62.01,87,40,9.17,AU,2020-08-22 14:22:44,scattered clouds
582,Tocopilla,-22.09,-70.2,65.34,49,1,5.57,CL,2020-08-22 14:22:44,clear sky
583,Huarmey,-10.07,-78.15,64.54,68,10,7.78,PE,2020-08-22 14:22:44,clear sky
584,Colac,-38.33,143.58,44.01,98,90,1.01,AU,2020-08-22 14:22:44,light rain
585,Gagino,55.23,45.03,64.26,65,100,6.78,RU,2020-08-22 14:22:45,overcast clouds
586,Victor Harbor,-35.57,138.62,46.0,91,30,13.62,AU,2020-08-22 14:22:45,scattered clouds
587,Qiongshan,20.01,110.35,78.8,100,3,2.24,CN,2020-08-22 14:22:45,clear sky
588,Sadri,25.18,73.43,81.5,84,100,6.08,IN,2020-08-22 14:22:45,heavy intensity rain
589,Akyab,20.15,92.9,81.86,81,100,4.07,MM,2020-08-22 14:22:45,overcast clouds
590,Baghdad,33.34,44.4,107.6,15,0,9.17,IQ,2020-08-22 14:22:45,clear sky
591,Sakakah,29.97,40.21,100.4,11,0,14.99,SA,2020-08-22 14:22:45,clear sky
592,Dombarovskiy,50.76,59.54,68.45,45,98,6.38,RU,2020-08-22 14:22:45,overcast clouds
593,Nizwa,22.93,57.53,99.19,30,100,2.95,OM,2020-08-22 14:22:45,light rain
594,Hoquiam,46.98,-123.89,55.99,100,1,3.36,US,2020-08-22 14:22:45,clear sky
595,Mandera,3.94,41.87,89.89,35,100,20.94,KE,2020-08-22 14:22:45,overcast clouds
596,Zhuanghe,39.7,122.99,73.0,79,100,2.1,CN,2020-08-22 14:22:46,overcast clouds
597,Dharmadam,11.78,75.43,80.6,88,40,1.12,IN,2020-08-22 14:22:46,scattered clouds
598,Chapais,49.78,-74.85,57.2,76,90,4.7,CA,2020-08-22 14:22:46,overcast clouds
599,Harsin,34.27,47.59,91.4,2,0,13.87,IR,2020-08-22 14:22:46,clear sky
600,Makakilo City,21.35,-158.09,77.0,69,1,4.7,US,2020-08-22 14:22:46,clear sky
601,Cangucu,-31.39,-52.68,59.0,41,0,3.36,BR,2020-08-22 14:22:46,clear sky
602,Srednekolymsk,67.45,153.68,38.44,81,100,12.33,RU,2020-08-22 14:22:46,overcast clouds
603,Loding,67.3,14.75,62.6,88,75,9.17,NO,2020-08-22 14:22:46,light intensity shower rain
604,Lubao,14.92,120.55,84.99,94,90,3.36,PH,2020-08-22 14:22:46,moderate rain
605,Magistralnyy,56.17,107.45,56.93,89,100,0.72,RU,2020-08-22 14:22:47,overcast clouds
606,Santa Fe,-31.63,-60.7,60.01,28,0,10.0,AR,2020-08-22 14:22:47,clear sky
607,Lithakia,37.72,20.83,95.0,32,0,5.82,GR,2020-08-22 14:22:47,clear sky
608,Vila Do Maio,15.13,-23.22,84.2,70,40,9.17,CV,2020-08-22 14:22:47,scattered clouds
609,Gannan,47.91,123.5,63.63,69,100,7.54,CN,2020-08-22 14:22:47,overcast clouds
610,Burns Lake,54.23,-125.75,43.5,89,79,5.66,CA,2020-08-22 14:22:47,broken clouds
611,Champerico,14.3,-91.92,77.0,94,75,10.51,GT,2020-08-22 14:22:47,broken clouds
612,Ojinaga,29.57,-104.42,84.2,42,1,6.93,MX,2020-08-22 14:22:47,clear sky
613,Oktyabrskiy,54.48,53.47,60.51,76,15,8.61,RU,2020-08-22 14:22:47,light rain
614,Nantucket,41.28,-70.1,75.2,83,1,10.29,US,2020-08-22 14:22:47,clear sky
615,Ponta Delgada,37.73,-25.67,77.0,78,20,6.93,PT,2020-08-22 14:17:55,few clouds
616,Le Port,-20.94,55.29,71.6,60,40,14.99,RE,2020-08-22 14:22:48,scattered clouds
617,Qaqortoq,60.72,-46.03,48.2,70,40,4.7,GL,2020-08-22 14:22:48,scattered clouds
618,Mahina,-17.51,-149.49,71.6,94,20,4.7,PF,2020-08-22 14:22:48,few clouds
619,Fairbanks,64.84,-147.72,53.6,93,90,4.12,US,2020-08-22 14:18:40,overcast clouds
620,Amahai,-3.33,128.92,77.07,85,33,3.09,ID,2020-08-22 14:22:48,light rain
621,Uyemskiy,64.47,40.85,77.0,53,40,4.47,RU,2020-08-22 14:22:48,scattered clouds
622,Lai,9.4,16.3,80.37,84,94,5.93,TD,2020-08-22 14:22:48,light rain
623,Okhotsk,59.38,143.3,52.81,75,92,6.58,RU,2020-08-22 14:22:48,light rain
624,Atambua,-9.11,124.89,68.79,83,6,5.32,ID,2020-08-22 14:22:48,clear sky
625,Lakshmipur,22.95,90.83,79.75,90,100,9.42,BD,2020-08-22 14:22:48,overcast clouds
626,Houma,29.6,-90.72,84.99,74,1,4.52,US,2020-08-22 14:22:49,clear sky
627,Ocos,14.51,-92.19,77.0,100,90,7.38,GT,2020-08-22 14:22:49,overcast clouds
628,Bratsk,56.13,101.61,64.4,55,6,4.47,RU,2020-08-22 14:22:39,clear sky
629,Wana,32.3,69.57,80.08,60,12,6.06,PK,2020-08-22 14:22:49,light rain
630,Matara,5.95,80.54,80.01,85,95,6.02,LK,2020-08-22 14:22:49,overcast clouds
631,Nortelandia,-14.45,-56.8,67.53,45,9,6.98,BR,2020-08-22 14:22:49,clear sky
632,Moussoro,13.64,16.49,88.05,48,100,5.21,TD,2020-08-22 14:22:49,overcast clouds
633,Puerto Baquerizo Moreno,-0.9,-89.6,65.71,84,99,12.55,EC,2020-08-22 14:22:49,overcast clouds
634,Komsomolskiy,40.43,71.72,91.4,21,0,2.24,UZ,2020-08-22 14:17:56,clear sky
635,Barao De Melgaco,-16.19,-55.97,57.2,67,75,6.93,BR,2020-08-22 14:22:49,broken clouds
636,Susuman,62.78,148.17,29.08,96,100,2.46,RU,2020-08-22 14:22:50,overcast clouds
637,Puerto Madryn,-42.77,-65.04,58.5,38,0,17.07,AR,2020-08-22 14:22:50,clear sky
638,Alyangula,-13.85,136.42,62.6,88,0,12.5,AU,2020-08-22 14:22:50,clear sky
639,Springfield,37.22,-93.3,77.0,69,1,4.7,US,2020-08-22 14:20:58,clear sky
640,Yerofey Pavlovich,53.97,121.97,54.18,84,0,4.88,RU,2020-08-22 14:19:14,clear sky
641,Sibu,2.3,111.82,77.0,94,40,4.7,MY,2020-08-22 14:22:50,scattered clouds
642,Lakes Entrance,-37.88,147.98,44.01,87,86,1.01,AU,2020-08-22 14:22:50,overcast clouds
643,Sanandaj,35.31,46.99,91.4,9,0,16.11,IR,2020-08-22 14:22:50,clear sky
644,Verkhoyansk,67.54,133.38,36.52,81,91,4.03,RU,2020-08-22 14:22:50,overcast clouds
645,Murud,18.33,72.97,80.46,87,100,15.19,IN,2020-08-22 14:22:51,moderate rain
646,Baracoa,20.35,-74.5,84.16,77,57,11.77,CU,2020-08-22 14:22:51,light rain
647,Talas,38.69,35.55,75.2,38,75,10.29,TR,2020-08-22 14:22:51,broken clouds
648,Apiai,-24.51,-48.84,47.88,80,91,4.32,BR,2020-08-22 14:21:56,overcast clouds
649,Sarangani,5.4,125.46,84.04,72,0,7.65,PH,2020-08-22 14:22:51,clear sky
650,Koroni,36.8,21.95,93.2,24,0,12.75,GR,2020-08-22 14:22:51,clear sky
651,Manakara,-22.13,48.02,71.65,72,0,5.64,MG,2020-08-22 14:22:51,clear sky
652,Rakai,-0.72,31.48,78.8,41,69,13.38,UG,2020-08-22 14:22:51,broken clouds
653,Vizinga,61.07,50.1,66.97,61,50,4.0,RU,2020-08-22 14:22:51,scattered clouds
654,Biu,10.61,12.19,79.7,72,51,7.61,NG,2020-08-22 14:22:51,broken clouds
655,Botou,38.07,116.57,68.67,69,0,3.04,CN,2020-08-22 14:22:52,clear sky
656,Hurghada,27.26,33.81,90.91,30,0,24.27,EG,2020-08-22 14:20:54,clear sky
657,Angoram,-4.06,144.07,75.2,92,8,0.89,PG,2020-08-22 14:22:52,clear sky
658,Katobu,-4.94,122.53,73.04,85,100,4.32,ID,2020-08-22 14:22:52,overcast clouds
659,Sulphur Springs,33.14,-95.6,82.0,69,1,3.51,US,2020-08-22 14:22:52,clear sky
660,Muzhi,65.37,64.67,61.02,58,94,10.13,RU,2020-08-22 14:22:52,overcast clouds
661,Campbell River,50.02,-125.24,51.01,100,75,3.24,CA,2020-08-22 14:19:05,broken clouds
662,Tanabe,33.73,135.37,78.01,86,85,5.37,JP,2020-08-22 14:22:52,light rain
663,Kisangani,0.52,25.2,84.2,39,75,6.93,CD,2020-08-22 14:22:52,broken clouds
664,Urgut,39.4,67.24,89.6,22,0,6.93,UZ,2020-08-22 14:22:52,clear sky
665,Pacific Grove,36.62,-121.92,62.6,77,90,3.02,US,2020-08-22 14:22:52,haze
666,Tikapur,28.5,81.13,81.0,95,14,5.97,NP,2020-08-22 14:22:53,light rain
667,Port-Gentil,-0.72,8.78,82.4,65,90,10.0,GA,2020-08-22 14:22:53,overcast clouds
668,Paamiut,61.99,-49.67,45.07,81,0,10.07,GL,2020-08-22 14:22:53,clear sky
669,Verkhnyaya Toyma,62.23,45.0,74.32,55,23,5.55,RU,2020-08-22 14:19:04,few clouds
670,Chunskiy,56.08,99.63,62.51,80,95,3.22,RU,2020-08-22 14:22:53,overcast clouds
671,Kenai,60.55,-151.26,46.4,93,1,4.76,US,2020-08-22 14:22:53,clear sky
672,Ukiah,39.15,-123.21,60.8,82,1,3.36,US,2020-08-22 14:20:31,clear sky
673,Shamary,57.34,58.22,57.74,75,69,7.14,RU,2020-08-22 14:22:53,broken clouds
674,Gat,31.61,34.76,88.0,55,0,1.01,IL,2020-08-22 14:22:53,clear sky
675,Piritiba,-11.73,-40.56,78.42,53,31,7.81,BR,2020-08-22 14:22:54,scattered clouds
676,High Rock,26.62,-78.28,87.8,79,40,11.41,BS,2020-08-22 14:22:54,scattered clouds
677,Korgoz,40.3,49.62,75.2,73,40,32.21,AZ,2020-08-22 14:22:54,scattered clouds
678,Carutapera,-1.2,-46.02,86.72,62,0,8.99,BR,2020-08-22 14:22:54,clear sky
679,Porto Murtinho,-21.7,-57.88,58.84,49,4,4.43,BR,2020-08-22 14:22:54,clear sky
680,Kijang,35.24,129.21,80.6,69,75,2.24,KR,2020-08-22 14:22:54,broken clouds
681,Boende,-0.22,20.87,81.97,76,100,5.21,CD,2020-08-22 14:22:54,light rain
682,Asekeyevo,53.57,52.8,64.17,64,14,7.72,RU,2020-08-22 14:22:54,few clouds
683,Nouakchott,18.09,-15.98,91.4,63,0,14.99,MR,2020-08-22 14:19:15,clear sky
684,Kaohsiung,22.62,120.31,81.0,100,75,1.12,TW,2020-08-22 14:22:54,broken clouds
685,Hualmay,-11.1,-77.61,63.41,70,20,8.46,PE,2020-08-22 14:22:54,few clouds
686,Alice Town,25.72,-79.3,83.59,79,97,16.26,BS,2020-08-22 14:22:55,light rain
687,Voronovytsya,49.11,28.68,78.8,39,0,6.71,UA,2020-08-22 14:22:55,clear sky
688,Liberal,37.04,-100.92,69.8,64,1,10.29,US,2020-08-22 14:22:55,clear sky
689,Starokozache,46.34,29.99,86.0,30,20,13.42,UA,2020-08-22 14:22:55,few clouds
690,Ambanja,-13.68,48.45,79.81,58,46,4.61,MG,2020-08-22 14:22:55,scattered clouds
691,Agadez,19.75,10.25,102.16,20,0,7.05,NE,2020-08-22 14:22:55,clear sky
692,Price,39.6,-110.81,69.8,28,1,6.93,US,2020-08-22 14:22:56,clear sky
693,Terrace Bay,48.78,-87.1,62.6,88,75,2.24,CA,2020-08-22 14:22:56,broken clouds
694,Bloomsburg,41.0,-76.45,81.0,70,11,2.91,US,2020-08-22 14:22:56,few clouds
695,Karratha,-20.74,116.85,71.06,62,0,3.71,AU,2020-08-22 14:22:56,clear sky
696,Copiapo,-27.37,-70.33,53.6,71,90,9.17,CL,2020-08-22 14:22:56,overcast clouds
697,Warmbad,-28.45,18.73,82.56,11,0,12.15,NA,2020-08-22 14:22:56,clear sky
698,Wilmington,34.23,-77.94,84.0,69,1,8.05,US,2020-08-22 14:22:56,clear sky
699,Tornio,65.85,24.15,66.2,82,75,12.75,FI,2020-08-22 14:22:56,broken clouds
700,Santo Domingo,18.5,-69.99,86.0,70,40,18.34,DO,2020-08-22 14:22:57,scattered clouds
701,Sola,-13.88,167.55,80.19,82,100,19.01,VU,2020-08-22 14:22:57,overcast clouds
